0 ,0.239420, -0.301669, -9.605537 
1 ,0.225055, -0.335188, -9.574412 
2 ,0.225055, -0.318429, -9.576807 
3 ,0.220267, -0.318429, -9.576807 
4 ,0.234632, -0.311246, -9.598354 
5 ,0.237026, -0.344765, -9.576807 
6 ,0.203507, -0.335188, -9.555259 
7 ,0.234632, -0.330400, -9.593566 
8 ,0.227449, -0.339977, -9.569624 
9 ,0.237026, -0.337582, -9.564836 
10 ,0.237026, -0.337582, -9.569624 
11 ,0.222661, -0.332794, -9.569624 
12 ,0.220267, -0.332794, -9.581595 
13 ,0.227449, -0.323217, -9.557653 
14 ,0.222661, -0.318429, -9.579201 
15 ,0.222661, -0.325611, -9.588778 
16 ,0.232238, -0.325611, -9.588778 
17 ,0.222661, -0.356736, -9.583989 
18 ,0.225055, -0.342371, -9.567230 
19 ,0.215478, -0.328006, -9.574412 
20 ,0.225055, -0.323217, -9.540894 
21 ,0.244209, -0.318429, -9.598354 
22 ,0.244209, -0.325611, -9.586383 
23 ,0.244209, -0.325611, -9.562441 
24 ,0.227449, -0.325611, -9.562441 
25 ,0.253785, -0.318429, -9.595960 
26 ,0.229843, -0.320823, -9.557653 
27 ,0.229843, -0.313640, -9.574412 
28 ,0.227449, -0.313640, -9.574412 
29 ,0.217872, -0.320823, -9.543288 
30 ,0.217872, -0.325611, -9.564836 
31 ,0.239420, -0.323217, -9.557653 
32 ,0.203507, -0.325611, -9.538499 
33 ,0.203507, -0.318429, -9.574412 
34 ,0.225055, -0.318429, -9.574412 
35 ,0.232238, -0.332794, -9.560047 
36 ,0.229843, -0.318429, -9.581595 
37 ,0.220267, -0.339977, -9.569624 
38 ,0.220267, -0.330400, -9.600749 
39 ,0.241814, -0.330400, -9.600749 
40 ,0.210690, -0.328006, -9.572018 
41 ,0.232238, -0.311246, -9.586383 
42 ,0.234632, -0.308852, -9.579201 
43 ,0.234632, -0.332794, -9.560047 
44 ,0.220267, -0.325611, -9.579201 
45 ,0.220267, -0.325611, -9.591172 
46 ,0.239420, -0.325611, -9.552865 
47 ,0.225055, -0.335188, -9.583989 
48 ,0.222661, -0.320823, -9.543288 
49 ,0.217872, -0.325611, -9.569624 
50 ,0.217872, -0.325611, -9.572018 
51 ,0.220267, -0.330400, -9.572018 
52 ,0.227449, -0.320823, -9.557653 
53 ,0.220267, -0.320823, -9.583989 
54 ,0.244209, -0.335188, -9.586383 
55 ,0.244209, -0.335188, -9.574412 
56 ,0.225055, -0.328006, -9.574412 
57 ,0.232238, -0.349553, -9.564836 
58 ,0.232238, -0.323217, -9.579201 
59 ,0.234632, -0.328006, -9.603143 
60 ,0.234632, -0.335188, -9.543288 
61 ,0.222661, -0.335188, -9.543288 
62 ,0.227449, -0.371101, -9.586383 
63 ,0.217872, -0.316035, -9.569624 
64 ,0.237026, -0.323217, -9.550470 
65 ,0.237026, -0.335188, -9.579201 
66 ,0.220267, -0.335188, -9.579201 
67 ,0.222661, -0.339977, -9.567230 
68 ,0.217872, -0.342371, -9.581595 
69 ,0.234632, -0.332794, -9.562441 
70 ,0.222661, -0.325611, -9.562441 
71 ,0.225055, -0.306458, -9.588778 
72 ,0.270545, -0.337582, -9.536105 
73 ,0.201113, -0.325611, -9.576807 
74 ,0.234632, -0.339977, -9.564836 
75 ,0.234632, -0.320823, -9.555259 
76 ,0.215478, -0.323217, -9.536105 
77 ,0.215478, -0.323217, -9.588778 
78 ,0.217872, -0.342371, -9.588778 
79 ,0.217872, -0.335188, -9.555259 
80 ,0.222661, -0.313640, -9.593566 
81 ,0.225055, -0.328006, -9.557653 
82 ,0.222661, -0.323217, -9.595960 
83 ,0.220267, -0.325611, -9.586383 
84 ,0.220267, -0.325611, -9.576807 
85 ,0.222661, -0.332794, -9.576807 
86 ,0.217872, -0.323217, -9.567230 
87 ,0.225055, -0.323217, -9.555259 
88 ,0.244209, -0.316035, -9.569624 
89 ,0.244209, -0.344765, -9.552865 
90 ,0.225055, -0.344765, -9.552865 
91 ,0.215478, -0.304064, -9.576807 
92 ,0.203507, -0.332794, -9.569624 
93 ,0.203507, -0.332794, -9.572018 
94 ,0.244209, -0.342371, -9.572018 
95 ,0.234632, -0.330400, -9.612720 
96 ,0.232238, -0.320823, -9.562441 
97 ,0.217872, -0.347159, -9.550470 
98 ,0.227449, -0.323217, -9.574412 
99 ,0.227449, -0.323217, -9.586383 
100 ,0.229843, -0.313640, -9.586383 
101 ,0.215478, -0.335188, -9.579201 
102 ,0.229843, -0.332794, -9.560047 
103 ,0.220267, -0.320823, -9.593566 
104 ,0.220267, -0.337582, -9.569624 
105 ,0.241814, -0.337582, -9.569624 
106 ,0.227449, -0.316035, -9.598354 
107 ,0.234632, -0.330400, -9.574412 
108 ,0.229843, -0.323217, -9.569624 
109 ,0.229843, -0.330400, -9.576807 
110 ,0.225055, -0.330400, -9.576807 
111 ,0.222661, -0.318429, -9.586383 
112 ,0.203507, -0.318429, -9.569624 
113 ,0.203507, -0.342371, -9.552865 
114 ,0.217872, -0.323217, -9.610325 
115 ,0.227449, -0.330400, -9.574412 
116 ,0.253785, -0.325611, -9.586383 
117 ,0.253785, -0.325611, -9.560047 
118 ,0.244209, -0.330400, -9.560047 
119 ,0.213084, -0.316035, -9.564836 
120 ,0.239420, -0.330400, -9.607931 
121 ,0.229843, -0.344765, -9.581595 
122 ,0.229843, -0.344765, -9.576807 
123 ,0.229843, -0.335188, -9.576807 
124 ,0.217872, -0.330400, -9.560047 
